Country,Reference area,Frequency of observation,Measure,AGE,Age,SEX,Sex,Unit of measure,Measurement method,Year,Time period,Daily_Smokers_Percentage,Observation value,Observation status,Unit multiplier,Decimals,Cluster
LTU,Lithuania,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,12.9,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2010,,16.9,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2011,,14.4,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2012,,14.6,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2013,,14.3,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,13.0,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2015,,11.3,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2016,,16.0,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2017,,16.1,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2018,,12.8,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,15.1,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2020,,12.2,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2021,,17.2,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2022,,15.2,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2023,,16.9,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2024,,8.7,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2011,,18.6,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2012,,17.6,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2013,,17.5,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2015,,17.4,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2016,,13.1,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2017,,12.5,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2018,,12.1,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,11.1,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2020,,9.6,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2021,,11.7,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2022,,10.1,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2023,,10.7,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2012,,19.1,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2013,,16.5,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,17.1,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2015,,16.2,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2016,,15.3,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2017,,12.7,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2018,,12.7,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,11.7,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2020,,10.3,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2021,,5.9,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2022,,6.5,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2023,,3.0,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2024,,3.0,,Normal value,Units,,0
POL,Poland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,14.0,,Normal value,Units,,0
POL,Poland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,11.3,,Normal value,Units,,0
PRT,Portugal,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,15.1,,Normal value,Units,,0
PRT,Portugal,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,12.4,,Normal value,Units,,0
SVK,Slovak Republic,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,18.5,,Normal value,Units,,0
SVK,Slovak Republic,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,16.2,,Normal value,Units,,0
SVN,Slovenia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,16.3,,Normal value,Units,,0
SVN,Slovenia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,14.0,,Normal value,Units,,0
ESP,Spain,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2011,,21.7,,Normal value,Units,,1
ESP,Spain,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,18.5,,Normal value,Units,,1
ESP,Spain,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2017,,17.6,,Normal value,Units,,1
ESP,Spain,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2020,,15.2,,Normal value,Units,,1
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2010,,12.4,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2011,,12.3,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2012,,12.5,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2013,,11.2,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,11.5,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2015,,9.1,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2016,,7.9,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2017,,10.7,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2018,,8.6,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,7.1,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2020,,6.9,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2021,,8.6,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2023,,5.9,,Normal value,Units,,0
CHE,Switzerland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2012,,22.7,,Normal value,Units,,1
CHE,Switzerland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2017,,19.5,,Normal value,Units,,1
CHE,Switzerland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2022,,13.5,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2010,,16.4,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2012,,16.9,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,18.5,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2016,,18.1,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,19.6,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2022,,19.3,,Normal value,Units,,1
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2010,,23.1,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2011,,24.2,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2012,,22.2,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2013,,23.4,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,23.1,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2015,,23.5,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2016,,16.6,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2017,,19.9,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2018,,23.6,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,18.3,,Normal value,Units,,0
